"id";"Name";"Address1";"Address2";"City";"Province";"Postal";"Fee";"Lat";"Lng"
4965;"PHARMACIE ARAJ PHARMACIENNE";"INC.";"8770 BOUL. PROVENCHER";"SAINT-LEONARD";"PQ";"H1R3N7";"$0.07";"46.10339";"-72.372299"
4966;"PHARMACIE KATIA SAJOUS";"4675 JEAN TALON EST";"";"SAINT-LEONARD";"PQ";"H1S1K3";"$0.09";"45.5726611";"-73.5877877"
4967;"MARIE-PASCALE BEAULIEU";"& GAETAN COUILLARD, PHARMACIENS INC";"4945 RUE JARRY EST";"SAINT-LEONARD";"PQ";"H1R1Y1";"$0.24";"46.10339";"-72.372299"
4968;"PHARMACIE ISABELLE FLEURENT";"INC";"405 RUE PRINCIPALE";"SAINT-LEONARD-D'ASTON";"PQ";"J0C1M0";"$         -";"46.108148";"-72.379669"
4969;"PHARMACIE NICOLAS BORRI";"PHARMACIEN INC";"54 RUE ST-PATRICE (#101)";"SAINT-LIBOIRE";"PQ";"J0H1R0";"$         -";"45.6510794";"-72.7590317"
4970;"PHARMACIE GILBERT, MALENFANT &";"GAGNE PHARMACIENNES INC.";"1100 RUE ST-ISIDORE";"SAINT-LIN";"PQ";"J5M2V6";"$0.02";"45.858179";"-73.787265"
4971;"PHARMACIE GILBERT, MALENFANT &";"GAGNE PHARMACIENNES INC.";"940 12E AVENUE";"SAINT-LIN";"PQ";"J5M2W1";"$0.28";"45.858179";"-73.787265"
4972;"PHARMACIE JEAN-FRANCOIS";"LAFRANCE (ST-LIN-LAURENTIDES) INC";"1014 RUE ST-ISIDORE";"SAINT-LIN-LAURENTIDES";"PQ";"J5M2V5";"$0.03";"45.8524432";"-73.7572393"
4973;"PHARMACIE SYLVIE LAVOIE";"PHARMACIENNE INC";"254-A COMMERCIALE";"SAINT-LOUIS-DU-HA-HA";"PQ";"G0L3S0";"$0.04";"47.667133";"-68.980006"
4974;"PHARMACIE MARIE BROUSSEAU ET";"JULIE GRONDIN";"1155 AV PRINCIPALE";"SAINT-MALACHIE";"PQ";"G0R3N0";"$         -";"46.529431";"-70.763702"
4975;"BERGERON ET THIBAULT,";"PHARMACIENS, S.E.N.C.R.L";"541 RUE PRINCIPALE";"SAINT-MARC-DES-CARRIERES";"PQ";"G0A4B0";"$0.02";"46.681729";"-72.050091"
4976;"PHARMACIE ROBERT BOUCHER";"ET AUDREY MORIN INC";"91 - 1ERE AVENUE EST";"SAINT-MARTIN";"PQ";"G0M1B0";"$0.02";"45.9595089";"-70.6563014"
4977;"PHARMACIE CHRISTIAN BEAULIEU";"& KARINE TONDREAU INC";"33 DU CENTRE COMMUNAUTAIRE";"SAINT-MICHEL-DE-BELLECHASSE";"PQ";"G0R3S0";"$         -";"46.871894";"-70.910265"
4978;"PHARMACIE J. PAQUET, P. TURMEL";"ET ASSOCIES, PHARMACIENS SENC";"377 LANGEVIN";"SAINT-ODILON";"PQ";"G0S3A0";"$         -";"46.357994";"-70.676309"
4979;"PHARMACIE ISABELLE CARON INC";"35 RUE PRINCIPALE. LOCALE 104";"";"SAINT-PAMPHILE";"PQ";"G0R3X0";"$         -";"46.9606649";"-69.7799862"
4980;"NORMAND THERIAULT ET";"MARIE-FRANCE LABERGE, PHARMACIENS";"9 BOUL. CITE DES JEUNES";"SAINT-POLYCARPE";"PQ";"J0P1X0";"$0.07";"45.3028161";"-74.3032421"
4981;"PHARMACIE SEBASTIEN BELANGER";"ET JULIE GRENIER (ST-PRIME) INC";"452 RUE PRINCIPALE";"SAINT-PRIME";"PQ";"G8J1S4";"$0.02";"48.5932151";"-72.3358755"
4982;"PHARMACIE CAROLINE SYLVAIN";"ET JULIEN SYLVAIN PHARMACIENS INC";"2485 28E RUE";"SAINT-PROSPER";"PQ";"G0M1Y0";"$0.01";"46.2128391";"-70.4790446"
4983;"PHARMACIE CHRISTIAN BEAULIEU";"& KARINE TONDREAU INC";"99 PRINCIPALE";"SAINT-RAPHAEL DE BELLECHASSE";"PQ";"G0R4C0";"$         -";"";""
4984;"PHARMACIE MARC PICARD &";"STEPHANIE SIMARD INC";"248 RUE ST-JOSEPH";"SAINT-RAYMOND";"PQ";"G3L1J3";"$0.06";"46.8893368";"-71.8338439"
4985;"V. JBEILY, L. COUINARD";"& P. JOLY PHARMACIENS INC";"784 RUE ST-PAUL";"SAINT-REMI";"PQ";"J0L2L0";"$0.01";"45.2614988";"-73.6158635"
4986;"PHARMACIE V. JEBEILI,";"L. CHOUINARD & P. JOLY INC";"897 NOTRE-DAME";"SAINT-REMI";"PQ";"J0L2L0";"$0.16";"45.2614988";"-73.6158635"
4987;"PHARMACIE FRANCOIS DUPUIS";"PHARMACIEN INC.";"24 MONTEE-REMY HENRI";"SAINT-ROCH-DE-L'ACHIGAN";"PQ";"J0K3H0";"$         -";"45.8581334";"-73.5934824"
4988;"DENISE LEVASSEUR & GAETAN";"COUILLARD  PHARMACIENS INC";"70 RUE PRINCIPALE";"SAINT-SAUVEUR";"PQ";"J0R1R6";"$0.34";"45.8940717";"-74.157934"
4989;"PHARMACIE SYLVIE BOUCHARD";"PHARMACIENNE INC";"353 RUE ST-LAURENT C.P. 137";"SAINT-SIMEON";"PQ";"G0T1X0";"$0.14";"47.844387";"-69.877795"
4990;"PHARMACIE CLAIRE FRANCOEUR ET";"CHANTAL FRANCOEUR PHARMACIENNES INC";"491 NOTRE-DAME";"SAINT-TITE";"PQ";"G0X3H0";"$0.03";"46.7288888";"-72.5711283"
4991;"GUYLAINE DULONG, PHARMACIENNE";"INC";"260 DU MOULIN";"SAINT-TITE";"PQ";"G0X3H0";"$0.05";"46.7288888";"-72.5711283"
4992;"JEAN-PHILIPPE BERGERON";"PHARMACIEN";"429 BOUL, CHABOT";"SAINT-UBALDE";"PQ";"G0A4L0";"$         -";"46.756321";"-72.27251"
4993;"PHARMACIE LUCILLE RODRIGUE";"PHARMACIENNE INC";"528 15E AVENUE";"SAINT-ZACHARIE";"PQ";"G0M2C0";"$         -";"46.1262094";"-70.363952"
4994;"PHARMACIE NORMAND THERIAULT";"ET MARIE-FRANCE  LABERGE INC";"504 RUE PRINCIPALE";"SAINT-ZOTIQUE";"PQ";"J0P1Z0";"$0.04";"45.2428605";"-74.2459569"
4995;"J. BELANGER & S. GAUTHIER";"PHARMACIENNES INC";"90 ALEXANDRE";"SALABERRY-DE-VALLEYFIELD";"PQ";"J6S3J9";"$0.04";"45.2500909";"-74.1330862"
4996;"PHARMACIE D. HOANG, T.N. HOANG";"ET R. VAR INC";"414, CHEMIN LAROCQUE";"SALABERRY-DE-VALLEYFIELD";"PQ";"J6T4C5";"$0.08";"45.2500909";"-74.1330862"
4997;"PHARMACIE D. HOANG, T.N. HOANG";"ET R. VAR INC";"180-21 BOUL.QUEVILLON";"SALABERRY-DE-VALLEYFIELD";"PQ";"J6T6L2";"$0.11";"45.2500909";"-74.1330862"
4998;"J. BELANGER & S. GAUTHIER INC";"165 VICTORIA";"";"SALABERRY-DE-VALLEYFIELD";"PQ";"J6T1A5";"$0.48";"45.2564978";"-74.1277812"
4999;"PHARMACIE JEAN-PHILIPPE HALLE";"ET KAVEN MC NICOLL INC";"99 DE L'EGLISE";"SAYABEC";"PQ";"G0J3K0";"$         -";"48.5636652";"-67.6866875"
5000;"PHARMACIE MARK LEFEVRE ET";"CATHY PIGEON PHARMACIENS INC";"703 10E AVENUE";"SENNETERRE";"PQ";"J0Y2M0";"$0.03";"48.390597";"-77.2411674"
5001;"PHARMACIE NATHALIE LABERGE ET";"KARINE BERNATCHEZ INC";"107- 391 AVENUE BROCHU";"SEPT ILES";"PQ";"G4R4S7";"$         -";"50.2132968";"-66.3757921"
5002;"PHARMACIE CHRISTIAN BASTIEN";"INC";"770, BOUL. LAURE, LOCAL 270";"SEPT ILES";"PQ";"G4R1Y5";"$0.14";"50.2132968";"-66.3757921"
5003;"PHARMACIE CHRISTIAN BASTIEN";"INC";"78, BOUL. LEMAIRE";"SEPT ILES";"PQ";"G4S1A3";"$0.52";"50.2132968";"-66.3757921"
5004;"PHARMACIE HELENE FILLION";"1005 BOUL. LAURE";"";"SEPT-ILES";"PQ";"G4R4S6";"$0.06";"50.2262798";"-66.3940516"
5005;"PHARMACIE MIRELLA FAUBERT";"PHARMACIENNE INC";"1005 BOUL LAURE";"SEPT-ILES";"PQ";"G4R4S6";"$0.12";"50.2132968";"-66.3757921"
5006;"PHARMACIE NATHALIE HAMEL";"4145 12E AVENUE";"";"SHAWINGAN";"PQ";"G9P4G3";"$0.12";"46.6132071";"-72.7038638"
5007;"STEPHANIE HOULE ET FRANCOIS";"BEAUSOLEIL PHARMACIENS SENC";"1600 BOUL. ROYAL";"SHAWINIGAN";"PQ";"G9N8S8";"$0.02";"46.5618559";"-72.7435254"
5008;"PHARMACIE JEAN-FRANCOIS AYOTTE";"& M.VEILLETTE, PHARMACIENS INC #284";"2722 BOUL. ROYAL";"SHAWINIGAN";"PQ";"G9N8M3";"$0.05";"46.5618559";"-72.7435254"
5009;"PHARMACIE JULIE HOULE";"ET YVES BORDELEAU INC";"68 CHEMIN DES ERABLES";"SHAWINIGAN";"PQ";"G9N6Z3";"$0.07";"46.5618559";"-72.7435254"
5010;"PHARMACIE JEAN-FRANCOIS AYOTTE";"& M.VEILLETTE, PHARMACIENS INC #295";"2355 5EME AVE";"SHAWINIGAN";"PQ";"G9P1P4";"$0.10";"46.5618559";"-72.7435254"
5011;"PHARMACIE JEAN SEBASTIEN BLAIS";"INC.";"1530 RUE TRUDEL";"SHAWINIGAN";"PQ";"G9N0A2";"$0.17";"46.5618559";"-72.7435254"
5012;"MILLIARD, LOUIS";"PHARMAPRIX #27";"1 PLAZA DE LA MAURICIE, SUITE M2A";"SHAWINIGAN";"PQ";"G9N7C1";"$0.19";"46.5618559";"-72.7435254"
5013;"ERIC BERGERON & ANDRE VINCENT";"2312 AVENUE ST-MARC";"";"SHAWINIGAN";"PQ";"G9N2J7";"$0.28";"46.555225";"-72.7395583"
5014;"PHARMACIE JEAN-FRANCOIS AYOTTE";"& M.VEILLETTE,PHARMACIENS INC #010";"542 A 5EME RUE";"SHAWINIGAN";"PQ";"G9N1E8";"$0.37";"46.5618559";"-72.7435254"
5015;"G PELLERIN, M PELLERIN &";"J BUREAU PHARMACIENS INC";"1920, 5E AVENUE";"SHAWINIGAN SUD";"PQ";"G9P1N4";"$0.12";"";""
5016;"AHMED HASSAN PHARMACIEN INC";"332 MAIN, LOCAL 2";"";"SHAWVILLE";"PQ";"J0X2Y0";"$         -";"45.603204";"-76.49119"
5017;"MALTAIS, F. & LUSSIER, S.";"JEAN COUTU #032";"445 KING EST";"SHERBROOKE";"PQ";"J1G1B6";"$         -";"45.4009928";"-71.8824288"
5018;"PHARMACIE PIERRE JEAN";"10 RUE BRUNO-DANDENAULT";"";"SHERBROOKE";"PQ";"J1G2J1";"$         -";"45.4058667";"-71.8827871"
5019;"PHARMACIE ISABELLE FAUTEUX INC";"1850 KING EST";"";"SHERBROOKE";"PQ";"J1G5G6";"$         -";"45.4098284";"-71.8478223"
5020;"PHARMACIE SONIA BOUTIN";"PHARMACIENNE INC";"1150, RUE DES QUATRE SAISONS";"SHERBROOKE";"PQ";"J1E3X3";"$         -";"45.4009928";"-71.8824288"
5021;"PHARMACIE JONATHAN BERNARD";"PHARMACIEN INC";"1055 12E AVENUE NORD";"SHERBROOKE";"PQ";"J1E2X4";"$0.01";"45.4009928";"-71.8824288"
5022;"MADELEINE FORTIER, JEROME";"BELANGER PHARMACIENS INC";"103 RUE SAINT-LAMBERT";"SHERBROOKE";"PQ";"J1C0N8";"$0.01";"45.4009928";"-71.8824288"
5023;"PHARMACIE ANICK BERTRAND";"JEAN COUTU #070";"1470 KING OUEST";"SHERBROOKE";"PQ";"J1J2C2";"$0.01";"45.4009928";"-71.8824288"
5024;"MICHEL BOURQUE PHARMACIEN";"PHARMAPRIX";"420 PLACE BELVEDERE SUD";"SHERBROOKE";"PQ";"J1H4B5";"$0.02";"45.4009928";"-71.8824288"
5025;"PHARMACIE TROTTIER ET CLICHE";"PHARMACIENS INC.";"6065 CH. DE ST-ELIE";"SHERBROOKE";"PQ";"J1R0P5";"$0.02";"45.4009928";"-71.8824288"
5026;"PHARMACIE VERONIQUE BOISVERT";"5000 BOURQUE";"";"SHERBROOKE";"PQ";"J1N1E8";"$0.02";"45.3693569";"-71.9900681"
5027;"FRANCOIS MALTAIS,";"PHARMACIEN INC";"1363 BELVEDERE SUD";"SHERBROOKE";"PQ";"J1H4E4";"$0.02";"45.4009928";"-71.8824288"
5028;"PHARMACIE LUSSIER ET MALTAIS";"INC";"445 KING EST";"SHERBROOKE";"PQ";"J1G1B6";"$0.02";"45.4009928";"-71.8824288"
5029;"PHARMACIE MARTIN LAFLEUR";"PHARMACIEN INC";"LOCAL 2 - 4857 BOUL. BOURQUE";"SHERBROOKE";"PQ";"J1N1E8";"$0.03";"45.4009928";"-71.8824288"
5030;"PHARMACIE CHEMIKA MAMDEHOUSSEN";"PHARMACIE UNIPRIX";"610 RUE KING EST";"SHERBROOKE";"PQ";"J1G1B8";"$0.03";"45.4009928";"-71.8824288"
5031;"JEAN-LUC TROTTIER PHARMACIEN";"INC";"731 RUE GALT OUEST";"SHERBROOKE";"PQ";"J1H1Z1";"$0.03";"45.4009928";"-71.8824288"
5032;"PHARMACIE LAPOINTE, MONGEAU ET";"GAGNE INC";"2340 RUE KING EST";"SHERBROOKE";"PQ";"J1G5G8";"$0.04";"45.4009928";"-71.8824288"
5033;"PHARMACIE CHRISTIAN BOURQUE";"PHARMACIEN INC.";"4870 BOUL. BOURQUE";"SHERBROOKE";"PQ";"J1N3S5";"$0.04";"45.4009928";"-71.8824288"
5034;"SIMON GREGOIRE &";"DAVID THIBAULT, PHARMACIENS SENCRL";"330 DES ERABLES";"SHERBROOKE";"PQ";"J1L2A9";"$0.04";"45.4009928";"-71.8824288"
5035;"GENEVIEVE BRETON &";"PHILIPPE TOURIGNY, PHARMACIENS INC";"2235,  RUE GALT OUEST";"SHERBROOKE";"PQ";"J1K1K6";"$0.04";"45.4009928";"-71.8824288"
5036;"PHARMACIE NATHALIE";"MARCHESSAULT PHARMACIENNE INC";"624 BOWEN SUD";"SHERBROOKE";"PQ";"J1G2E9";"$0.04";"45.4009928";"-71.8824288"
5037;"GILLES PELLERIN ET AUDREY";"DUVAL-PELLERIN PHARMACIENS, SENCRL";"4050 BOULEVARD JOSAPHAT-RANCOURT";"SHERBROOKE";"PQ";"J1L3C6";"$0.06";"45.4009928";"-71.8824288"
5038;"JOHN GAGNE PHARMACIEN";"MAXI";"3025 BOUL. PORTLAND";"SHERBROOKE";"PQ";"J1L2Y7";"$0.07";"45.4009928";"-71.8824288"
5039;"SOPHIE DESCHENES PHARMACIENNE";"1811 KING OUEST";"";"SHERBROOKE";"PQ";"J1J2E3";"$0.07";"45.399003";"-71.9190199"
5040;"SIMON GREGOIRE PHARMACIEN INC";"930- 13E AVENUE NORD";"";"SHERBROOKE";"PQ";"J1E3J7";"$0.07";"45.4213825";"-71.8705053"
5041;"PHARMACIE ALLAN HADDAD INC";"860 RUE KING EST";"";"SHERBROOKE";"PQ";"J1G1C9";"$0.09";"45.4076267";"-71.8703489"
5042;"PHARMACIE LYNN GERMAIN & MAXIM";"FONTAINE PHARMACIENS INC";"2261 RUE KING OUEST";"SHERBROOKE";"PQ";"J1J2G2";"$0.10";"45.4009928";"-71.8824288"
5043;"PHARMACIE ESTHER MEILLEUR";"3050 BOUL. PORTLAND";"";"SHERBROOKE";"PQ";"J1L1K1";"$0.10";"45.4032052";"-71.9530383"
5044;"PHARMACIE RENEE MESSIER";"& MATTHIEU BELISLE INC";"20 RUE CARILLON";"SHERBROOKE";"PQ";"J1J2K8";"$0.12";"45.4009928";"-71.8824288"
5045;"ROXANE FOURNIER & REMI";"GOSSELIN, PHARMACIENS INC";"156 RUE QUEEN #100";"SHERBROOKE";"PQ";"J1M1J9";"$0.14";"45.4009928";"-71.8824288"
5046;"PHARMACIE R. LAJEUNESSE";"ET S. LUSSIER SENC";"147 RUE QUEEN";"SHERBROOKE";"PQ";"J1M1J7";"$0.15";"45.4009928";"-71.8824288"
5047;"PHARMACIE SYLVIE CHAMPAGNE";"PHARMACIEN INC";"1363 AVE MAGUIRE";"SILLERY";"PQ";"G1T1Z2";"$0.07";"46.7708135";"-71.26542"
5048;"PHARMACIE MARIE-PIERRE GINER";"2485 CHEMIN ST-LOUIE";"";"SILLERY";"PQ";"G1T1R9";"$0.09";"46.7685733";"-71.2667182"
5049;"PHARMACIE SYLVIE CHAMPAGNE";"PHARMACIEN INC";"1761 SHEPPARD";"SILLERY";"PQ";"G1S1K5";"$0.16";"46.7708135";"-71.26542"
5050;"PHARMACIE ANDRE ROY &";"SYLVAIN ROY BOISSELLE INC";"369 BOUL FISET";"SOREL";"PQ";"J3P3R3";"$0.02";"46.042825";"-73.112302"
5051;"SUCCESSION MAURICE MARTEL";"330 AVENUE DE L'HOTEL-DIEU";"";"SOREL-TRACY";"PQ";"J3P1N4";"$         -";"46.0456548";"-73.0975765"
5052;"PHARMACIE ANDRE BRACONNIER";"PHARMACIEN INC";"3120 BOUL. DE TRACY";"SOREL-TRACY";"PQ";"J3R5R7";"$         -";"46.042825";"-73.112302"
5053;"PHARMACIE RALPH MOKBEL";"(SOREL) INC";"338 BOUL GAGNE";"SOREL-TRACY";"PQ";"J3P5V8";"$         -";"46.042825";"-73.112302"
5054;"PHARMACIE ALEXANDRE MARTEL";"330 AVENUE DE L'HOTEL-DIEU";"";"SOREL-TRACY";"PQ";"J3P1N4";"$         -";"46.0456548";"-73.0975765"
5055;"JONATHAN FREDERICK BEAUREGARD";"PHARMACIEN";"3360-450 BOUL POLIQUIN";"SOREL-TRACY";"PQ";"J3P7R5";"$0.01";"46.042825";"-73.112302"
5056;"JULIE ROBITAILLE PHARMACIENNE";"INC";"250 BOUL. FISET";"SOREL-TRACY";"PQ";"J3P3P7";"$0.03";"46.042825";"-73.112302"
5057;"PHARMACIE D.GAUTHIER,";"F.ST-JAMES, M.COUTURE & R.BLAIS INC";"69 RUE DU PRINCE";"SOREL-TRACY";"PQ";"J3P4J5";"$0.04";"46.042825";"-73.112302"
5058;"PHARMACIE D. GAUTHIER,";"F.ST-JAMES,M.COUTURE & R.BLAIS INC";"7000 PLAZA TRACY";"SOREL-TRACY";"PQ";"J3P4L8";"$0.04";"46.042825";"-73.112302"
5059;"P. THIBAULT. K. BERRADA.";"S. BERRADA ET N. LA PORTE S.E.N.C";"500 ROUTE MARIE-VICTORIN";"SOREL-TRACY";"PQ";"J3R1K7";"$0.04";"46.042825";"-73.112302"
5060;"PHARMACIE ANDRE BRACONNIER";"PHARMACIEN INC";"300 PARADIS";"SOREL-TRACY";"PQ";"J3P3G6";"$0.10";"46.042825";"-73.112302"
5061;"ALBERT FALARDEAU, PHARMACIEN";"93  ST-JOSEPH";"";"SQUATECK";"PQ";"G0L4H0";"$         -";"47.8814056";"-68.7250327"
5062;"CATHERINE SANCHE ET";"ALAIN PLOUDRE";"2040 BOUL. RIVE-SUD";"ST ROMUALD ETCHEMIN";"PQ";"G6W2S6";"$0.03";"";""
5063;"LUCIE SAVARD, PHARMACIENNE";"1937, CHEMIN DU VILLAGE";"#101";"ST-ADOLPHE D'HOWARD";"PQ";"J0T2B0";"$0.18";"45.9706579";"-74.3376997"
5064;"ROCHETTE & DUVAL ASSOCIES";"709, ROUTE 289";"";"ST-ALEXANDRE";"PQ";"G0L2G0";"$         -";"47.6194208";"-69.6583357"
5065;"PHARMACIE JOSIANE COUTU";"PHARMACIENNE INC";"765 ROUTE 343";"ST-ALPHONSE-DE-RODRIGUE";"PQ";"J0K1W0";"$         -";"";""
5066;"PHARMACIE S. LABROSSE";"& J  DUQUETTE PHARMACIENS INCE";"553 PRINCIPALE";"ST-AMABLE";"PQ";"J0L1N0";"$         -";"45.656377";"-73.300448"
5067;"C. DIONNE & J. KOWTALUK INC";"470, SIMARD";"";"ST-AMBROISE";"PQ";"G7P2S5";"$         -";"48.5564704";"-71.3240352"
5068;"PHARMACIE Y. FRANK MAJEAU";"UNIPHARM";"3220 DE LA VISITATION";"ST-AMBROISE-DE-KILDARE";"PQ";"J0K1C0";"$         -";"46.078308";"-73.552185"
5069;"PHARMACIE MATHIEU ROUSSEAU &";"SONIA LAFLAMME INC";"5 RUE GILLES AUDET";"ST-ANSELME";"PQ";"G0R2N0";"$         -";"46.6297444";"-70.9697098"
5070;"PHARMACIE CHANTAL RICHARD";"PHARMACIENNE INC";"23 BOUL. NOTRE-DAME OUEST";"STANSTEAD";"PQ";"J0B3E2";"$0.19";"45.0126146";"-72.0957682"
5071;"ALICE OUELLETTE PHARMACIENNE";"20 CHEMIN DE LA POMME D'OR";"";"ST-ANTOINE-SUR-RICHELIEU";"PQ";"J0L1R0";"$         -";"45.7877353";"-73.1668549"
5072;"DUBE, DANIEL & GAGNON, ERIC";"412 ROUTE 273";"";"ST-APOLLINAIRE";"PQ";"G0S2E0";"$0.01";"46.6131251";"-71.5084442"
5073;"PHARMACIE CAROLINE BEAUCHEMIN";"144, RUE PRINCIPALE";"";"ST-APOLLINAIRE";"PQ";"G0S2E0";"$0.02";"46.613172";"-71.5138209"
5074;"SAN KINKHAT PHARMACIEN";"3520 DE L'HETRIERE";"";"ST-AUGUSTIN-DE-DESMAURES";"PQ";"G3A2L4";"$         -";"46.7582719";"-71.3778741"
5075;"NANCY MARTEL ET MARIE-CLAUDE";"THIVIERGE. PHARMACIENNES S.E.N.C";"101 - 3520 DE L'HETRIERE";"ST-AUGUSTIN-DE-DESMAURES";"PQ";"G3A0B4";"$         -";"46.747041";"-71.459344"
5076;"ROLAND MARCOTTE, PHARMACIEN";"100-275 BOUL DU CENTENAIRE";"";"ST-BASILE";"PQ";"G0A3G0";"$         -";"46.7542873";"-71.8224023"
5077;"PHARMACIE SONIA GUIMONT";"PHARMACIENNE INC.";"100-275 SIR WILFRID-LAURIER";"ST-BASIL-LE-GRAND";"PQ";"J3N1V6";"$0.04";"";""
5078;"MONARQUE & DEBLOIS";"PHARMACIENS";"1556 MONTARVILLE";"ST-BRUNO";"PQ";"J3V3T7";"$0.26";"45.525974";"-73.3406679"
5079;"PHARMACIE CYR ALAIN KUATE";"KAMGA";"610  DES PROMENADES";"ST-BRUNO-DE-MONTARVILLE";"PQ";"J3V6L9";"$         -";"45.525974";"-73.3406679"
5080;"LEBLANC, C. & BOUCHER, S.";"1475, BOUL. ST-BRUNO";"";"ST-BRUNO-DE-MONTARVILLE";"PQ";"J3B3T6";"$0.03";"45.509363";"-73.384259"
5081;"J. DESROCHERS & N. MOQUIN";"PHARMACIENNES";"1491 RUE ROBERVAL";"ST-BRUNO-DE-MONTARVILLE";"PQ";"J3V3P8";"$0.09";"45.525974";"-73.3406679"
5082;"PHARMACIE ROXANE ST-JEAN";"UNIPRIX";"73 RUE SEIGNEURIAL OUEST";"ST-BRUNO-DE-MONTARVILLE";"PQ";"J3V2G9";"$0.14";"45.525974";"-73.3406679"
5083;"PHARMACIE CLAUDE NOEL";"4500 ROUTE DE FOSSAMBAULT";"";"ST-CATHERINE-DE-LA-JACQUES-CARTIER";"PQ";"G3N2T5";"$         -";"46.8396365";"-71.6088274"
5084;"PHARMACIE YANICK MARCHAND";"PHARMACIEN INC";"1398 RUE NOTRE-DAME";"ST-CESAIRE";"PQ";"J0L1T0";"$0.02";"45.410364";"-73.002159"
5085;"PHARMACIE ANNIE BRIERE &";"CHARYA UN SENC";"645 DE LA VISITATION";"ST-CHARLES-BORROMEE";"PQ";"J6E4P9";"$0.08";"46.048522";"-73.4626679"
5086;"J. HOULE, A. LACHAPELLE &";"M. E. LAPORTE INC";"25 CHEMIN DU GOLF OUEST";"ST-CHARLES-BORROMEE";"PQ";"J6E0R7";"$0.17";"46.048522";"-73.4626679"
5087;"S. BENOIT ET M-C. CHASSE";"PHARMACIENNES INC";"895 BOUL FOUCAULT";"ST-CHARLES-DE- DRUMMOND";"PQ";"J2C1A8";"$         -";"";""
5088;"PHARMACIE MANON RUEL ET";"MARIE-EVE GENOIS INC.";"2604-B, AVENUE ROYALE";"ST-CHARLES-DE-BELLECHASSE";"PQ";"G0R2T0";"$         -";"46.769348";"-70.943256"
5089;"C. BOISSELLE & L. BILODEAU";"1364 RUE PRINCIPALE";"";"ST-COME-DE-LINIERE";"PQ";"G0M1J0";"$0.01";"46.0583766";"-70.5223887"
5090;"J M. LEMAY, J. TREMBLAY & A-A";"VERDON PHARMACIENS (ST-CONSTANT)";"500 VOIE DESSERTE RTE 132";"ST-CONSTANT";"PQ";"J5A2S5";"$0.01";"45.379181";"-73.5644913"
5091;"MAXIME BISSONNETTE-ROY &";"MATHIEU JANELLE PHARMACIENS, SENC";"101-113 RUE ST-PIERRE";"ST-CONSTANT";"PQ";"J5A2G8";"$0.05";"45.379181";"-73.5644913"
5092;"P-H AUBIN ET E GODBOUT";"195, PRINCIPALE";"";"ST-DAMASE";"PQ";"J0H1J0";"$         -";"45.5254276";"-73.00998"
5093;"FALARDEAU ALBERT";"106 METIVIER";"";"ST-DAMIEN-DE-BUCKLAND";"PQ";"G0R2Y0";"$0.02";"46.6220288";"-70.6569342"
5094;"PHARMACIE RENEE MESSIER ET";"MATHIEU BELISLE S.E.N.C";"2027 ROUTE 222, SUITE 300";"ST-DENIS-DE-BRAMPTON";"PQ";"J0B2P0";"$0.02";"";""
5095;"MICHEL DESCHAMPS PHARMACIEN";"102-480 RUE PRINCIPALE";"";"ST-DONAT-DE-MONTCLAM";"PQ";"J0T2C0";"$0.18";"46.3182887";"-74.2215687"
5096;"S. PAQUETTE & L. THERIAULT";"1208 RUE VALIQUETTE";"";"STE-ADELE";"PQ";"J8B2M5";"$0.07";"45.9526117";"-74.1372055"
5097;"PHARMACIE JOCELYNE PARADIS INC";"A-435 RUE GOSFORD";"";"STE-AGATHE-DE-LOTBINIERE";"PQ";"G0S2A0";"$         -";"46.3822492";"-71.4110266"
5098;"P. LAFONTAINE & N. MORIN INC";"SUCC #023";"225 RUE PRINCIPALE EST";"STE-AGATHE-DES-MONTS";"PQ";"J8C1K8";"$0.05";"46.0485628";"-74.281603"
5099;"CARIGNAN, SABOURIN, DAIGLE INC";"1060 PRINCIPALE";"";"STE-AGATHE-DES-MONTS";"PQ";"J8C1L6";"$0.06";"46.043971";"-74.2643222"
5100;"PHARMACIE BASSAM SALIBA";"400 RUE LAVERDURE";"";"STE-AGATHE-DES-MONTS";"PQ";"J8C0A2";"$0.11";"46.0434631";"-74.2747569"
5101;"PHARMACIE STEPHANE BOILY";"PHARMACIEN INC.";"440, BOUL. STE-ANNE";"STE-ANNE DES PLAINES";"PQ";"J0N1H0";"$0.02";"45.7596011";"-73.8151201"
5102;"PHARMACIE FRANCE DESCHENE,";"PHARMACIENNE INC #126";"20 ST-ANNE OUEST";"STE-ANNE-DES-MONTS";"PQ";"G4V1P6";"$0.01";"49.1245778";"-66.4892861"
5103;"CHANTAL JUTRAS ET";"GAETAN COUILLARD PHARMACIENS INC";"490 BOUL STE-ANNE";"STE-ANNE-DES-PLAINES";"PQ";"J0N1H0";"$0.09";"45.7596011";"-73.8151201"
5104;"PHARMACIE VANESSA TREMBLAY INC";"224 AVENUE STE-BRIGITTE";"LOCAL 102";"STE-BRIGITTE-DE-LAVAL";"PQ";"G0A3K0";"$0.04";"46.978884";"-71.2002592"
5105;"PHARMACIE YVETTE CHARRON";"PHARMACIENE INC.";"5300 ST-LAURENT (#150)";"STE-CATHERINE";"PQ";"J5C1A8";"$0.03";"45.39582";"-73.5657429"
